entity,isInUMLS,weight
weight gain due,0,15.1236
weight gain prevention,0,15.1236
weight height percentiles,0,15.1236
weight in relation,0,15.1236
weight in women,0,15.1236
weight kg height,0,15.1236
weight loss 10,0,15.1236
weight loss 5,0,15.1236
weight loss end,0,15.1236
weight loss history,0,15.1236
weight loss medication,0,15.1236
weight loss outcomes,0,15.1236
weight loss population,0,15.1236
weight loss success,0,15.1236
weight loss support,0,15.1236
weight management interventions,0,15.1236
weight management programme,0,15.1236
weight of breast,0,15.1236
weight of cancer,0,15.1236
weight on quality,0,15.1236
weight on survival,0,15.1236
weight on tumor,0,15.1236
weight or adiposity,0,15.1236
weight or height,0,15.1236
weight or mass,0,15.1236
weight reduction programme,0,15.1236
weight throughout adult,0,15.1236
weight throughout adulthood,0,15.1236
weight white women,0,15.1236
weight with body,0,15.1236
weighted logistic regression,0,15.1236
well after breast,0,15.1236
well-differentiated thyroid cancer,1,15.1236
well-known postoperative complication,0,15.1236
wellbeing of women,0,15.1236
wellness for african,0,15.1236
western diet rich,0,15.1236
western industrialized countries,0,15.1236
western life style,0,15.1236
western new york,0,15.1236
western world today,0,15.1236
whel,0,15.1236
white adipose depots,0,15.1236
white and african,0,15.1236
white blood cells,1,15.1236
white cell count,0,15.1236
white fat tissue,0,15.1236
white non-hispanic women,0,15.1236
white obese men,0,15.1236
whites and african,0,15.1236
whites and asians,0,15.1236
whole body glucose,0,15.1236
whole body metabolic,0,15.1236
whole grain bread,0,15.1236
whole new field,0,15.1236
whole patient group,0,15.1236
whole pelvic radiotherapy,0,15.1236
whole prostate weight,0,15.1236
whole study population,0,15.1236
whole-body energy metabolism,0,15.1236
whr and body,0,15.1236
whr and risk,0,15.1236
whr and wc,0,15.1236
whr and whtr,0,15.1236
wic,0,15.1236
wildlife and humans,0,15.1236
will and support,0,15.1236
window of vulnerability,0,15.1236
windows of opportunity,0,15.1236
wl and bmi,0,15.1236
wm,0,15.1236
wnt pathway activation,0,15.1236
woman with diabetes,0,15.1236
woman with pcos,0,15.1236
woman's breast,0,15.1236
women 20 years,0,15.1236
women 30 kg,0,15.1236
women 60 years,0,15.1236
women after adjustment,0,15.1236
women after age,0,15.1236
women after menopause,0,15.1236
women age 18,0,15.1236
women age 40,0,15.1236
women age 45,0,15.1236
women aged 18-65,0,15.1236
women and cancer,0,15.1236
women and girls,0,15.1236
women and people,0,15.1236
women at age,0,15.1236
women between ages,0,15.1236
women endometrial cancer,0,15.1236
women five years,0,15.1236
women from infancy,0,15.1236
women in chile,0,15.1236
women in denmark,0,15.1236
women in europe,0,15.1236
women in iran,0,15.1236
women in relation,0,15.1236
women in scotland,0,15.1236
women of ages,0,15.1236
women of childbearing,0,15.1236
women over time,0,15.1236
women self-reported body,0,15.1236
women the incidence,0,15.1236
women with atypia,0,15.1236
women with aub,0,15.1236
women with bbd,0,15.1236
women with bc,0,15.1236
women with bcrl,0,15.1236
women with diagnosis,0,15.1236
women with eh,0,15.1236
women with fibroadenoma,0,15.1236
women with gdm,0,15.1236
women with information,0,15.1236
women with mets,0,15.1236
women with ms,0,15.1236
women with overweight,0,15.1236
women with triple-negative,0,15.1236
women with uterine,0,15.1236
women with weight,0,15.1236
women without disease,0,15.1236
women's breast,0,15.1236
women's cancer,0,15.1236
women's cancers,0,15.1236
women's circle,0,15.1236
women's environmental,0,15.1236
women's intervention,0,15.1236
women's life,0,15.1236
wood johnson foundation,0,15.1236
work on resveratrol,0,15.1236
work to date,0,15.1236
working group report,0,15.1236
worksite health promotion,0,15.1236
workup and treatment,0,15.1236
world economic forum,0,15.1236
world standard million,0,15.1236
world war ii,1,15.1236
worse cancer outcomes,0,15.1236
worse cancer specific,0,15.1236
worse clinical outcomes,0,15.1236
worse clinical prognosis,0,15.1236
worse disease outcome,0,15.1236
worse disease-specific survival,0,15.1236
worse pathological features,0,15.1236
worse treatment outcome,0,15.1236
wound during closure,0,15.1236
wound infection rate,0,15.1236
wrist skin temperature,0,15.1236
written informed consent,0,15.1236
x diet interactions,0,15.1236
x-ray absorptiometry scan,0,15.1236
xrcc6,1,15.1236
y for men,0,15.1236
y with bmi,0,15.1236
year after baseline,0,15.1236
year before index,0,15.1236
year follow-up period,0,15.1236
year in females,0,15.1236
year in males,0,15.1236
year in review,0,15.1236
year in women,0,15.1236
year of data,0,15.1236
years a number,0,15.1236
years after blood,0,15.1236
years after gastrectomy,0,15.1236
years after radiotherapy,0,15.1236
years after roux-en-y,0,15.1236
years after therapy,0,15.1236
years after transplantation,0,15.1236
years among women,0,15.1236
years at study,0,15.1236
years before study,0,15.1236
years before trial,0,15.1236
years disease free,0,15.1236
years for colon,0,15.1236
years for patients,0,15.1236
years in japan,0,15.1236
years in men,0,15.1236
years in women,0,15.1236
years of drinking,0,15.1236
years of menopause,0,15.1236
years of observation,0,15.1236
years of schooling,0,15.1236
years of smoking,0,15.1236
years the incidence,0,15.1236
years to age,0,15.1236
yellow coloring agent,0,15.1236
yet few studies,0,15.1236
york cancer project,0,15.1236
york city area,0,15.1236
yorkshire cancer registry,0,15.1236
young adult cancer,0,15.1236
young adult life,0,15.1236
young breast cancer,0,15.1236
younger obese men,0,15.1236
younger postmenopausal women,0,15.1236
youngest age group,0,15.1236
yr after diagnosis,0,15.1236
z-implanted beef cattle,0,15.1236
z-score at diagnosis,0,15.1236
zealand census data,0,15.1236
zealand clinical trials,0,15.1236
zeranol-induced breast cancer,0,15.1236
zinc and selenium,0,15.1236
zinc finger protein,0,15.1236
zones and surveillance,0,15.1236
zr-75-1 breast cancer,0,15.1236
× 2 factorial,0,15.1236
és c viruses,0,15.1236
α-smooth muscle actin,0,15.1236
β cell function,0,15.1236
γh2ax,0,15.1236
γδ t cell,0,15.1236
δbw or δwc,0,15.1236
ω-3 fatty acids,0,15.1236
ω-6 fatty acids,0,15.1236
⩾,0,15.1236
⩾30 kg m,0,15.1236
$1 ,0,14.4192
$4 ,0,14.4192
1-cm,0,14.4192
1940s,0,14.4192
1mm,0,14.4192
20s,1,14.4192
31,1,14.4192
786-o,0,14.4192
abscesses,1,14.4192
acaca,1,14.4192
academia,1,14.4192
achalasia,1,14.4192
acylcarnitines,1,14.4192
adelaide,0,14.4192
adhesiolysis,1,14.4192
adjuvants,0,14.4192
adrenocorticotropin,1,14.4192
affiliation,1,14.4192
age-adjusted,0,14.4192
agendas,1,14.4192
aldh,1,14.4192
allyl,0,14.4192
alopecia,1,14.4192
ambulatory,1,14.4192
aminopeptidase,1,14.4192
amphiregulin,1,14.4192
angiopoietin-2,1,14.4192
angiosarcoma,1,14.4192
anoikis,1,14.4192
anti-depressant,0,14.4192
anti-xa,1,14.4192
antisera,1,14.4192
apixaban,1,14.4192
appendages,1,14.4192
aquaglyceroporins,1,14.4192
assistant,1,14.4192
assisted,1,14.4192
ast,1,14.4192
atherothrombosis,1,14.4192
atp-binding,0,14.4192
attendants,1,14.4192
bacteroidetes,1,14.4192
beacon,0,14.4192
biliary,1,14.4192
billroth,1,14.4192
bioactive,0,14.4192
bl6,1,14.4192
blocker,0,14.4192
bromodomains,0,14.4192
bun,1,14.4192
ca15-3,1,14.4192
camera,1,14.4192
cancer-associated,0,14.4192
caps,1,14.4192
cardiomyocytes,1,14.4192
catechol,1,14.4192
catecholamines,1,14.4192
cd34,1,14.4192
ceiling,0,14.4192
chloroform,1,14.4192
ciliopathies,0,14.4192
clavien,0,14.4192
clear-cell,0,14.4192
clostridia,1,14.4192
cmt,1,14.4192
co-factors,0,14.4192
coloring,0,14.4192
companion,1,14.4192
confluence,0,14.4192
cook,1,14.4192
counting,0,14.4192
cpt-1,0,14.4192
crh,1,14.4192
cry1,1,14.4192
crystallography,1,14.4192
ctcae,1,14.4192
cultivars,0,14.4192
cys,1,14.4192
cystic,1,14.4192
darkness,1,14.4192
demethylation,1,14.4192
dermatoses,1,14.4192
desaturases,0,14.4192
designation,1,14.4192
dextrose,1,14.4192
dhe,1,14.4192
diapause,1,14.4192
diaphragm,1,14.4192
digestibility,0,14.4192
dom-project,0,14.4192
dosimetry,1,14.4192
down,1,14.4192
drains,1,14.4192
drs,1,14.4192
e1199,0,14.4192
e3n,0,14.4192
early-adult,0,14.4192
ebpalpha,0,14.4192
ecology,1,14.4192
elephantiasis,1,14.4192
emboli,0,14.4192
enteroscopy,1,14.4192
envelope,1,14.4192
epicatechin,1,14.4192
epworth,0,14.4192
esophagectomies,1,14.4192
esophagojejunostomy,1,14.4192
etv5,1,14.4192
euros,1,14.4192
excisions,1,14.4192
facilitators,0,14.4192
factor-1alpha,0,14.4192
fat-mass,0,14.4192
ff,1,14.4192
finns,1,14.4192
flavour,1,14.4192
fluidity,1,14.4192
fragility,1,14.4192
functionalities,0,14.4192
fundus,1,14.4192
g6pase,0,14.4192
gall-bladder,0,14.4192
glide,1,14.4192
glomerulosclerosis,1,14.4192
glucoregulation,0,14.4192
glucose-6-phosphate,1,14.4192
glyceraldehyde,1,14.4192
gpt,1,14.4192
granada,0,14.4192
graph,1,14.4192
grasses,1,14.4192
greenland,1,14.4192
gssg,1,14.4192
guggul,1,14.4192
haiti,1,14.4192
hay,1,14.4192
health-status,0,14.4192
hej,0,14.4192
heterodimers,0,14.4192
heterozygotes,1,14.4192
hexokinase,1,14.4192
high-dose-rate,0,14.4192
homozygotes,1,14.4192
hsp70,1,14.4192
hurdles,0,14.4192
hydroxylation,1,14.4192
hyperaldosteronism,1,14.4192
hypercalcemia,1,14.4192
il1b,1,14.4192
ileostomies,1,14.4192
ileum,1,14.4192
immunomodulatory,0,14.4192
incomes,1,14.4192
index-2005,0,14.4192
indoleamine,1,14.4192
infinium,0,14.4192
informants,1,14.4192
innervation,1,14.4192
insecticides,1,14.4192
insulin-igf,0,14.4192
intensification,0,14.4192
intergroup,0,14.4192
investigator,1,14.4192
ip-10,1,14.4192
isoleucine,1,14.4192
jag1,1,14.4192
jc,0,14.4192
justice,1,14.4192
k1,1,14.4192
kb,0,14.4192
kctd15,1,14.4192
kim,0,14.4192
kinase-3,0,14.4192
knees,1,14.4192
kynurenine,1,14.4192
leukopenia,1,14.4192
leukotrienes,1,14.4192
life-years,0,14.4192
linearity,0,14.4192
lipocalin-2,1,14.4192
lncrna,1,14.4192
logit,0,14.4192
lpc,1,14.4192
lubrication,1,14.4192
mb,1,14.4192
megestrol,1,14.4192
metalloproteinase-2,0,14.4192
metazoans,0,14.4192
methylene,1,14.4192
mexicano,1,14.4192
mhealth,0,14.4192
microcirculation,1,14.4192
midwest,0,14.4192
midwestern,0,14.4192
minute,1,14.4192
mixed-methods,0,14.4192
modified,1,14.4192
mononucleotide,0,14.4192
monosaccharides,1,14.4192
morphometry,1,14.4192
motives,0,14.4192
mucosae,0,14.4192
multi-target,0,14.4192
multivitamins,1,14.4192
n3,1,14.4192
nad+,1,14.4192
naltrexone,1,14.4192
nanoparticle,1,14.4192
narcotics,1,14.4192
neonates,1,14.4192
nephrectomies,1,14.4192
nephron-sparing,0,14.4192
niehs,1,14.4192
nipple-sparing,0,14.4192
nitrates,1,14.4192
non-overweight,0,14.4192
non-self,0,14.4192
nourishment,0,14.4192
npi,1,14.4192
nr0b2,1,14.4192
opening,1,14.4192
orgasm,1,14.4192
outflow,0,14.4192
outlets,0,14.4192
over-diagnosis,0,14.4192
over-expressing,0,14.4192
overactivation,0,14.4192
ovulations,1,14.4192
oxygenase,1,14.4192
p-mtor,0,14.4192
p300,1,14.4192
palsy,1,14.4192
papaya,1,14.4192
parp1,1,14.4192
pathomechanism,0,14.4192
pcpt,1,14.4192
pdk2,1,14.4192
pea3,1,14.4192
pegylation,0,14.4192
penetration,1,14.4192
pepck,1,14.4192
perineal,1,14.4192
peritoneum,1,14.4192
pharmacists,1,14.4192
phosphatidylcholine,1,14.4192
phosphoribosyl-transferase,0,14.4192
pik3r1,1,14.4192
pipelle,1,14.4192
pkm2,1,14.4192
plasmon,0,14.4192
pleiotropy,0,14.4192
pneumonias,1,14.4192
pooling,1,14.4192
postchemotherapy,0,14.4192
poster,1,14.4192
ppd,1,14.4192
pr-positive,0,14.4192
pre-,0,14.4192
prec,0,14.4192
pregnane,1,14.4192
proband,1,14.4192
prokaryotes,1,14.4192
proopiomelanocortin,1,14.4192
prostacyclin,1,14.4192
protector,1,14.4192
protons,1,14.4192
prs,1,14.4192
ps2,1,14.4192
psychopathology,1,14.4192
ptp-lar,0,14.4192
purdue,0,14.4192
q3,0,14.4192
queries,0,14.4192
raf,1,14.4192
readmissions,0,14.4192
refluxate,0,14.4192
ret,1,14.4192
retinyl,0,14.4192
rf,1,14.4192
rheumatoid,0,14.4192
richness,0,14.4192
rivaroxaban,1,14.4192
rna-binding,0,14.4192
rock,0,14.4192
rotterdam,0,14.4192
rs1063539,0,14.4192
ruminants,1,14.4192
rural-urban,0,14.4192
s6k2,1,14.4192
s6ks,0,14.4192
safe,0,14.4192
sativum,0,14.4192
seguro,0,14.4192
seminars,0,14.4192
sensitivities,1,14.4192
sequela,1,14.4192
serology,1,14.4192
serves,0,14.4192
shapes,1,14.4192
shp2,1,14.4192
silicone,1,14.4192
simvastatin,1,14.4192
sirt1-dependent,0,14.4192
smartphones,1,14.4192
snf1,0,14.4192
soul,1,14.4192
specialization,1,14.4192
spectrometer,1,14.4192
ssbs,0,14.4192
standard-of-care,0,14.4192
stapling,1,14.4192
stents,1,14.4192
step-by-step,0,14.4192
stomas,1,14.4192
strawberries,1,14.4192
streptococcus,1,14.4192
structure-function,0,14.4192
subclass,1,14.4192
symposia,0,14.4192
synbiotics,1,14.4192
t3-4,0,14.4192
talc,1,14.4192
tata,0,14.4192
taxol,1,14.4192
territorial,0,14.4192
test-retest,0,14.4192
therapists,1,14.4192
thrombospondin,1,14.4192
tm,1,14.4192
towns,1,14.4192
toxoplasma,1,14.4192
tr,1,14.4192
tracks,1,14.4192
transmitter,1,14.4192
trap,1,14.4192
triterpenoid,0,14.4192
twist1,1,14.4192
uhc,0,14.4192
ultra-performance,0,14.4192
vagotomy,1,14.4192
valproate,1,14.4192
varices,1,14.4192
vascularity,0,14.4192
vb,1,14.4192
ventilator,1,14.4192
walls,1,14.4192
wexner,0,14.4192
y1,1,14.4192
zinc-alpha2-glycoprotein,0,14.4192
α-fetoprotein,0,14.4192
-1β,0,13.9195
#NAME?,0,13.9195
#NAME?,0,13.9195
#NAME?,0,13.9195
0-fold,0,13.9195
13-acetate,0,13.9195
1cm,0,13.9195
20,1,13.9195
20-fold,0,13.9195
24h,1,13.9195
39,1,13.9195
44,1,13.9195
48,1,13.9195
90-day,0,13.9195
aberrant,1,13.9195
abstract,1,13.9195
accuracies,0,13.9195
activations,0,13.9195
adenylyl,0,13.9195
adipose-tissue,0,13.9195
administrators,1,13.9195
akt1,1,13.9195
alcoholics,1,13.9195
alkyl,1,13.9195
allied,0,13.9195
amp-activated,0,13.9195
amphetamine,1,13.9195
anesthesiologist,1,13.9195
anti-cancer,0,13.9195
anti-inflammatory,1,13.9195
anti-oxidation,0,13.9195
anti-proliferation,0,13.9195
appearances,1,13.9195
arthropathy,1,13.9195
asan,0,13.9195
athens,0,13.9195
attribute,1,13.9195
bacterial,1,13.9195
bakery,1,13.9195
battery,1,13.9195
being,1,13.9195
beneficiary,1,13.9195
benign,1,13.9195
biochem,1,13.9195
biologics,1,13.9195
biomedicine,1,13.9195
blend,1,13.9195
body-weight,0,13.9195
book,1,13.9195
bootstrap,0,13.9195
bound,1,13.9195
branches,0,13.9195
breakthrough,1,13.9195
broccoli,1,13.9195
brochures,1,13.9195
bronx,0,13.9195
c-terminal,1,13.9195
cancer-1,0,13.9195
cardioprotection,0,13.9195
cargo,0,13.9195
cartilage,1,13.9195
caspases,1,13.9195
caveats,0,13.9195
cd133,1,13.9195
cd45ro,1,13.9195
cell-to-cell,0,13.9195
centile,0,13.9195
cerebellum,1,13.9195
cerevisiae,0,13.9195
chamber,1,13.9195
checkups,1,13.9195
chick,0,13.9195
cholecystectomies,1,13.9195
cholesterolemia,1,13.9195
cholesteryl,0,13.9195
clear,1,13.9195
cleveland,1,13.9195
clothes,1,13.9195
clothing,1,13.9195
co-activators,0,13.9195
co-immunoprecipitation,1,13.9195
co-infection,1,13.9195
cochran-armitage,0,13.9195
cohen,0,13.9195
collateral,1,13.9195
comfort,1,13.9195
commonalities,0,13.9195
compartmentalization,0,13.9195
computational,1,13.9195
concanavalin,1,13.9195
concurrent,1,13.9195
cone,1,13.9195
congresses,1,13.9195
contention,0,13.9195
contrave,1,13.9195
corepressor,0,13.9195
cosmesis,0,13.9195
cosmetics,1,13.9195
couple,1,13.9195
crashes,0,13.9195
creatine,1,13.9195
credence,0,13.9195
crosstalks,0,13.9195
culprit,0,13.9195
curcuma,1,13.9195
cytoprotection,1,13.9195
danish,0,13.9195
david,0,13.9195
deals,0,13.9195
dearth,0,13.9195
deceleration,1,13.9195
declaration,0,13.9195
deep,1,13.9195
defences,0,13.9195
delayed,1,13.9195
demonstrations,0,13.9195
demyelination,1,13.9195
denial,1,13.9195
departure,1,13.9195
dermatology,1,13.9195
desaturase-1,0,13.9195
descriptions,1,13.9195
desserts,1,13.9195
detriment,0,13.9195
